r314,-0.36,-1.67,0.0,0.022076621370621535,0.0,0.0,0.9997562816951232
r317-1,3.93,-2.06,0.0,0.9997305932206076,0.0,0.0,-0.02321079444508715
r317,4.61,10.67,0.0,0.9998724860504196,0.0,0.0,-0.01596908386080757
r318,4.62,13.22,0.0,0.999925369660452,0.0,0.0,-0.012217000835247169
r314-1,0.68,18.75,0.0,0.01719064632770464,0.0,0.0,0.99985222992142
e0,3.64,-4.23,0.0,0.999252832261618,0.0,0.0,-0.038649414188768785
e1,3.62,-6.11,0.0,0.999100767101245,0.0,0.0,-0.0423987874555841
r315,3.36,-9.25,0.0,0.6986650667687551,0.0,0.0,-0.7154488971806519
r316,6.02,-9.73,0.0,0.6920171924052004,0.0,0.0,-0.7218810188775044
r316-1,15.67,-10.56,0.0,0.6941560072975038,0.0,0.0,-0.7198245880301588
r322-1,11.09,-8.75,0.0,0.7254945005012645,0.0,0.0,0.6882279634993195
r322,19.21,-9.33,0.0,0.6893034985154733,0.0,0.0,0.7244726957824766
r321-1,18.76,-10.53,0.0,0.7060569894225954,0.0,0.0,-0.7081550167071479
e2,38.95,-16.06,0.0,0.9981981810026932,0.0,0.0,-0.060003261935620736
e3,39.08,-18.4,0.0,0.9995953582807828,0.0,0.0,-0.028445029504526605
r321a,29.82,-11.4,0.0,0.6935904443510681,0.0,0.0,-0.7203695548153655
r321c,33.48,-11.6,0.0,0.7051294120334124,0.0,0.0,-0.7090786361789602
r322c,33.42,-9.95,0.0,0.6965392149458957,0.0,0.0,0.7175187259176972
r313,-12.38,-8.73,0.0,0.7123935948500393,0.0,0.0,-0.7017801407967015
r311-3,-16.71,-8.36,0.0,0.6992891476018682,0.0,0.0,-0.7148389245461193
r312,-16.41,-6.67,0.0,0.6980404538718009,0.0,0.0,0.7160583249697263
r311-2,-26.96,-7.66,0.0,0.6868972704564277,0.0,0.0,-0.7267545251592928
r309,-30.96,-7.42,0.0,0.6819345348152728,0.0,0.0,-0.7314132144186879
r310,-30.77,-6.39,0.0,0.721941406021148,0.0,0.0,0.6919541937673388
e4,-36.25,-11.73,0.0,0.017277899829364663,0.0,0.0,0.9998507259473718
e5,-36.41,-13.77,0.0,0.008028428310396478,0.0,0.0,0.9999677716500992
c1,2.95,18.64,0.0,0.0197209420269164,0.0,0.0,0.9998055233121944
c2,2.83,13.36,0.0,0.0038397149192426583,0.0,0.0,0.9999926282674982
c3,2.73,10.69,0.0,0.024606658604981572,0.0,0.0,0.9996972103353584
c4,1.95,-1.89,0.0,0.054078812984775314,0.0,0.0,0.9985366703262116
c5,2.06,-4.13,0.0,0.0506800945893904,0.0,0.0,0.9987149383144374
c6,1.95,-6.01,0.0,1.0,0.0,0.0,0.0
c7,3.27,-8.55,0.0,1.0,0.0,0.0,0.0
c8,6.0,-8.92,0.0,1.0,0.0,0.0,0.0
c9,11.09,-9.22,0.0,1.0,0.0,0.0,0.0
c10,15.56,-9.64,0.0,1.0,0.0,0.0,0.0
c11,19.05,-9.81,0.0,1.0,0.0,0.0,0.0
c12,29.71,-10.37,0.0,1.0,0.0,0.0,0.0
c13,33.44,-10.55,0.0,1.0,0.0,0.0,0.0
c14,36.89,-10.74,0.0,1.0,0.0,0.0,0.0
c15,36.96,-15.89,0.0,1.0,0.0,0.0,0.0
c16,36.85,-18.61,0.0,1.0,0.0,0.0,0.0
c17,-12.42,-7.8,0.0,1.0,0.0,0.0,0.0
c18,-16.74,-7.37,0.0,1.0,0.0,0.0,0.0
c19,-26.96,-6.91,0.0,1.0,0.0,0.0,0.0
c20,-31.02,-6.72,0.0,1.0,0.0,0.0,0.0
c21,-35.0,-6.72,0.0,1.0,0.0,0.0,0.0
c22,-35.11,-11.78,0.0,1.0,0.0,0.0,0.0
c23,-35.04,-13.91,0.0,1.0,0.0,0.0,0.0
c24,-0.75,-8.55,0.0,0.22069743502150108,0.0,0.0,-0.9753423205085128
