r1,r2,r3,r4,r5,r6,c1
r2,r1,r3,r4,r5,r6,c1
r3,r1,r2,r4,r5,r6,c1
r4,r1,r2,r3,r5,r6,c1
r5,r1,r2,r3,r4,r6,c1
r6,r1,r2,r3,r4,r5,c1
c1,r1,r2,r3,r4,r5,r6,e
e,c1,c2
c2,r7,r8,r9,r10,r11,r12,r13,r14,c3,e
r7,r8,r9,r10,r11,r12,r13,r14,c2,c3
r8,r7,r9,r10,r11,r12,r13,r14,c2,c3
r9,r7,r8,r10,r11,r12,r13,r14,c2,c3
r10,r7,r8,r9,r11,r12,r13,r14,c2,c3
r11,r7,r8,r9,r10,r12,r13,r14,c2,c3
r12,r7,r8,r9,r10,r11,r13,r14,c2,c3
r13,r7,r8,r9,r10,r11,r12,r14,c2,c3
r14,r7,r8,r9,r10,r11,r12,r13,c2,c3
c3,r7,r8,r9,r10,r11,r12,r13,r14,c2,c4
c4,c3,c5
c5,r15,r16,r17,r18,r19,r20,c4
r15,r16,r17,r18,r19,r20,c5
r16,r15,r17,r18,r19,r20,c5
r17,r15,r16,r18,r19,r20,c5
r18,r15,r16,r17,r19,r20,c5
r19,r15,r16,r17,r18,r20,c5
r20,r15,r16,r17,r18,r19,c5
